month_beginning,month_total,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides
2011-05-01,188321.9357142857,7243.243571428571,4337.34357142857,3211.5114285714285
2011-06-01,187221.91366906476,7008.017985611511,4742.711510791365,3562.5999999999995
2011-07-01,178593.74285714285,6686.797142857143,4816.094999999998,3502.110000000001
2011-08-01,189062.75886524824,6819.160992907803,4644.965248226949,3482.3517730496446
2011-09-01,193413.9290780142,7548.589361702123,4717.309929078014,3354.8000000000015
2011-10-01,198528.64748201438,7494.428057553959,4911.4683453237385,3330.6553956834537
2011-11-01,185121.0287769784,7211.453956834533,4670.2345323741,3062.587769784173
2011-12-01,178975.8489208633,6795.812949640284,4271.479856115107,3001.4611510791374
2012-01-01,178384.78260869565,6876.501449275361,4196.868115942029,2876.360144927536
2012-02-01,185859.10791366905,7367.283453237411,4592.389928057554,3265.2273381294967
2012-03-01,201808.23188405798,7457.323913043477,4938.104347826084,3457.310144927536
2012-04-01,185649.0579710145,7212.850000000001,4583.717391304348,3251.4905797101437
2012-05-01,193856.32142857142,7251.245714285714,4575.186428571428,3290.0807142857143
2012-06-01,184229.05,6942.244285714287,4926.176428571428,3637.5542857142864
2012-07-01,180039.69064748203,6659.108633093526,4768.041726618703,3545.506474820146
2012-08-01,189745.79432624113,6842.41773049645,4709.817730496454,3451.8163120567374
2012-09-01,186888.6595744681,7434.90425531915,4898.604255319148,3574.093617021278
2012-10-01,205264.49285714285,7552.58428571428,4680.492857142858,3277.962142857143
2012-11-01,186221.3237410072,7270.232374100719,4443.984172661871,3183.1870503597115
2012-12-01,168258.08571428573,6520.915714285714,4363.315714285714,2970.9978571428587
2013-01-01,192483.61417322836,7279.622834645671,4503.745669291338,2889.196062992126
2013-02-01,184558.72440944883,7664.755905511812,4626.259055118109,3257.6874015748026
2013-03-01,200014.77952755906,7604.311811023618,4840.052755905514,3297.7409448818894
2013-04-01,202087.6535433071,7680.584251968503,4858.251968503938,3513.604724409449
2013-05-01,197548.59259259258,7540.868148148148,4766.454074074074,3414.9896296296292
2013-06-01,183551.00740740742,7161.381481481481,4651.666666666669,3466.0940740740743
2013-07-01,183128.43703703705,6685.619999999995,4661.797037037036,3524.3622222222216
2013-08-01,184120.58823529413,6720.342647058824,4609.675735294117,3399.840441176471
2013-09-01,187021.78985507245,7483.955072463767,4541.865217391306,3233.0710144927534
2013-10-01,199629.625,7477.397794117649,4387.0088235294115,3195.017647058824
2013-11-01,178684.5703125,7109.371875000003,4431.871875000001,2901.4398437499985
2013-12-01,167303.421875,6459.07890625,4005.3242187500005,2657.6414062500003
2014-01-01,160137.59842519686,6005.243307086616,3833.7834645669295,2558.6370078740165
2014-02-01,168318.484375,6993.923437500001,4162.828906250002,3010.762500000001
2014-03-01,190071.0078125,7264.4789062499985,4449.8648437500015,3078.939843749999
2014-04-01,183523.70078740158,6973.693700787403,4435.4614173228365,3117.2937007873998
2014-05-01,190023.34375,7167.0437500000035,4640.442968750001,3302.0804687500013
2014-06-01,172813.0859375,6598.047656250003,4401.832812500001,3346.0
2014-07-01,173572.4108527132,6384.566666666665,4125.975968992247,3331.107751937985
2014-08-01,170717.86821705426,6309.842635658916,4374.755813953488,3298.79457364341
2014-09-01,188014.34108527133,7328.336434108525,4492.011627906976,3240.674418604652
2014-10-01,198291.8046875,7308.515624999999,4382.782031250001,3177.8781250000006
2014-11-01,164755.75968992247,6693.64341085271,4120.179069767442,2854.1875968992244
2014-12-01,169979.1328125,6353.875781249999,4119.6171875,2789.950000000001
2015-01-01,167105.40157480314,6400.263779527561,3909.1834645669287,2653.6440944881883
2015-02-01,162483.21875,6732.6382812500015,4288.4734375,2721.15859375
2015-03-01,191411.45669291337,7198.794488188975,4478.3559055118085,3045.230708661417
2015-04-01,183556.1968503937,6974.809448818898,4406.3944881889765,3146.2480314960644
2015-05-01,182984.2109375,7132.975781249999,4357.257812499999,3118.946093750001
2015-06-01,179720.359375,6758.537499999996,4518.403125000001,3257.392187499998
2015-07-01,177210.328125,6476.96015625,4173.508593750002,3614.5046875
2015-08-01,172042.4453125,6388.410156249999,4321.689062500001,3275.6617187500005
2015-09-01,182426.03846153847,7098.970000000003,4352.589230769231,3261.235384615384
2015-10-01,192683.99224806202,7214.5503875969025,4268.972868217056,3164.7038759689917
2015-11-01,167170.77519379844,6710.0217054263585,3887.6937984496103,2927.0689922480624
2015-12-01,163185.96153846153,6152.968461538461,3834.543076923075,2736.548461538461
2016-01-01,158483.71538461538,6290.244615384613,3603.9023076923086,2448.955384615384
2016-02-01,165692.4496124031,6598.272093023256,3990.7000000000007,2859.7736434108533
2016-03-01,178756.1923076923,6595.553846153846,4001.498461538462,2786.419230769229
2016-04-01,165915.3230769231,6416.219230769227,3886.114615384616,2961.763846153848
2016-05-01,170133.03076923077,6513.846923076924,3870.959230769231,2998.101538461539
2016-06-01,166340.55384615384,6269.596153846154,4018.953846153845,3092.9092307692304
2016-07-01,157339.4496124031,5961.141085271321,3977.8403100775195,3044.641860465117
2016-08-01,164210.04615384617,5928.318461538464,3931.030769230769,3094.5338461538454
2016-09-01,171288.71212121213,6709.4863636363625,4058.3939393939395,3056.0340909090914
2016-10-01,176018.63076923077,6717.269230769229,4086.623076923076,2936.066153846153
2016-11-01,162720.28682170543,6394.658914728683,3774.946511627906,2679.9937984496128
2016-12-01,150495.625,5773.588281249999,3533.2562499999995,2326.5789062500003
2017-01-01,153340.90551181103,5954.433070866144,3342.0685039370082,2491.9204724409437
2017-02-01,154858.796875,6438.974218750001,3745.9789062499995,2820.953125
2017-03-01,173420.59842519686,6433.535433070863,3591.6779527559042,2775.3677165354334
2017-04-01,157605.8346456693,6238.702362204722,3797.5102362204734,2779.1149606299205
2017-05-01,169127.32558139536,6367.749612403101,3720.8139534883717,2855.0364341085283
2017-06-01,162655.27906976745,6123.251937984496,3926.871317829457,3072.5472868217043
2017-07-01,152702.4031007752,5755.755038759694,3899.2922480620155,3020.128682170544
2017-08-01,159874.1846153846,5788.424615384612,3828.5615384615385,2909.4107692307684
2017-09-01,167603.22307692308,6665.915384615381,3932.729230769229,2983.494615384617
2017-10-01,175312.6875,6675.5015625000015,3594.432031249999,2855.33125
2017-11-01,160717.6875,6382.281250000003,3444.4523437499997,2592.0679687499996
2017-12-01,146000.421875,5749.036718750002,3434.1054687500005,2315.9148437500003
2018-01-01,150500.05511811023,5747.625984251971,3250.5535433070863,2213.8992125984255
2018-02-01,144171.5625,6046.842968750001,3380.505468750001,2459.0
2018-03-01,164127.17322834645,6152.614960629921,3569.186614173229,2734.984251968504
2018-04-01,159991.51181102364,6326.803149606297,3563.298425196851,2583.4015748031493
2018-05-01,165849.00775193798,6264.010077519382,3639.032558139534,2730.9689922480616
2018-06-01,153758.01550387597,5909.36434108527,3699.5643410852717,2803.8294573643407
2018-07-01,152571.18604651163,5751.444186046511,3685.848062015503,2844.63488372093
2018-08-01,154002.2900763359,5567.406106870228,3700.580152671755,2814.108396946564
2018-09-01,159575.71317829457,6528.174418604651,3752.566666666667,2838.3217054263555
2018-10-01,176668.7578125,6570.0101562499985,3724.9984375000013,2678.7296874999984
2018-11-01,154182.29133858267,6089.264566929136,3577.794488188975,2405.759842519686
2018-12-01,144883.1496062992,5659.609448818898,3425.3740157480306,2435.7000000000003
2019-01-01,137628.39682539683,5215.420634920632,2968.9761904761895,2214.4301587301584
2019-02-01,144224.5,6066.584126984128,3366.360317460317,2378.1111111111113
2019-03-01,161106.272,6224.277600000003,3547.1648,2536.6752000000006
2019-04-01,158535.608,6113.196,3559.4824000000003,2460.6680000000006
2019-05-01,165467.81102362205,6253.640944881888,3678.0590551181094,2658.16692913386
2019-06-01,154654.82677165355,6099.725984251966,3759.941732283463,2781.151968503938
2019-07-01,155871.11023622047,5726.104724409448,3773.444881889764,2964.643307086614
2019-08-01,154310.5859375,5652.7796874999985,3751.192968749999,2823.0328124999996
2019-09-01,161828.2265625,6510.3375,3777.2320312500015,2786.78203125
2019-10-01,171828.4126984127,6321.551587301589,3717.552380952379,2899.6063492063486
2019-11-01,152257.02380952382,6067.08253968254,3579.4904761904754,2620.8126984126975
2019-12-01,146160.12698412698,5596.803174603175,3512.663492063493,2457.7611111111105
2020-01-01,154706.056,5956.016800000003,3047.092799999999,2302.758399999999
2020-02-01,149808.6349206349,6081.688888888887,3515.75,2679.0507936507934
