OBJECTID,TRACTCE10,geoid10,commarea,MEANMI_07,MEANMI_11,MEANMI_14
681,063000,17031063000,6,            0.7141,            0.7141,            0.4708
682,063100,17031063100,6,            0.5097,            0.5097,            0.4146
683,063200,17031063200,6,            0.6100,            0.6100,            0.4798
684,063400,17031063400,6,            0.6398,            0.6398,            0.2193
685,271500,17031271500,27,            0.6386,            0.4858,            0.4858
686,611600,17031611600,61,            0.8346,            0.8346,            0.8346
687,580800,17031580800,58,            0.7151,            0.7151,            0.7151
688,600400,17031600400,60,            1.4715,            1.4715,            0.7176
689,060300,17031060300,6,            0.6962,            0.6962,            0.6962
690,060800,17031060800,6,            0.7168,            0.4494,            0.4494
691,061100,17031061100,6,            0.8319,            0.4690,            0.4690
692,061800,17031061800,6,            0.1955,            0.1862,            0.1862
693,110200,17031110200,11,            0.6072,            0.6072,            0.8507
694,251600,17031251600,25,            1.5940,            1.4072,            1.4072
695,251700,17031251700,25,            1.7033,            1.2967,            1.2967
696,251800,17031251800,25,            1.3261,            1.3261,            1.3261
697,570300,17031570300,57,            0.5874,            0.5874,            0.5874
698,570400,17031570400,57,            0.6666,            0.6666,            0.6666
699,100600,17031100600,10,            0.8265,            0.7688,            0.7789
700,100700,17031100700,10,            0.8051,            0.5386,            0.5315
701,110100,17031110100,11,            0.5143,            0.5143,            0.9826
702,260900,17031260900,26,            1.0315,            0.8418,            0.8418
703,261000,17031261000,26,            1.4557,            1.2758,            1.2758
704,270500,17031270500,27,            0.8662,            0.6879,            0.6879
705,520100,17031520100,52,            2.4790,            2.4790,            2.4790
706,610300,17031610300,61,            0.3901,            0.3901,            0.3901
707,610800,17031610800,61,            0.5640,            0.5640,            0.5640
708,611000,17031611000,61,            0.6384,            0.6384,            0.6384
709,611400,17031611400,61,            0.3193,            0.3193,            0.3193
710,062200,17031062200,6,            0.6205,            0.6010,            0.6010
711,062600,17031062600,6,            0.2593,            0.2593,            0.2593
712,062700,17031062700,6,            0.2384,            0.2384,            0.2384
713,120300,17031120300,12,            0.6303,            0.6303,            0.6273
714,271800,17031271800,27,            0.7397,            0.9444,            0.9444
715,520400,17031520400,52,            1.7414,            1.7414,            1.7414
716,260500,17031260500,26,            1.8579,            1.7871,            1.7871
717,260600,17031260600,26,            1.8663,            1.6992,            1.6992
718,580700,17031580700,58,            0.5087,            0.5087,            0.5091
719,590500,17031590500,59,            0.2126,            0.2103,            0.1693
720,590600,17031590600,59,            0.5754,            0.5429,            0.4339
721,590700,17031590700,59,            0.6605,            0.6474,            0.6065
722,600600,17031600600,60,            0.8854,            0.8854,            0.8685
723,600700,17031600700,60,            0.6052,            0.6052,            0.6052
724,060400,17031060400,6,            0.7017,            0.7017,            0.7017
725,060500,17031060500,6,            0.9854,            0.8040,            0.8040
726,060900,17031060900,6,            0.4058,            0.2871,            0.2871
727,061000,17031061000,6,            0.5815,            0.2361,            0.2361
728,061200,17031061200,6,            0.8106,            0.6595,            0.6595
729,061500,17031061500,6,            0.5903,            0.5705,            0.5705
730,062000,17031062000,6,            0.2369,            0.2369,            0.2369
731,062100,17031062100,6,            0.4415,            0.4349,            0.4349
732,260400,17031260400,26,            1.9047,            1.9011,            1.9011
733,100300,17031100300,10,            1.0512,            1.0512,            1.1329
734,100400,17031100400,10,            0.9711,            0.9711,            0.9789
735,100500,17031100500,10,            0.6651,            0.6593,            0.6593
736,260800,17031260800,26,            1.4089,            1.2306,            1.2306
737,271200,17031271200,27,            1.0337,            1.1558,            1.1558
738,610400,17031610400,61,            0.2047,            0.2047,            0.2047
739,611100,17031611100,61,            0.6846,            0.6846,            0.6846
740,611300,17031611300,61,            0.3150,            0.3150,            0.3150
741,062300,17031062300,6,            0.4377,            0.4377,            0.4377
742,062500,17031062500,6,            0.1728,            0.1728,            0.1728
743,070700,17031070700,7,            0.3206,            0.3110,            0.3110
744,071100,17031071100,7,            0.3541,            0.3541,            0.7071
745,071300,17031071300,7,            0.4676,            0.4676,            0.8909
746,120400,17031120400,12,            0.9823,            0.9823,            0.5904
747,130100,17031130100,13,            1.5653,            1.5516,            0.7876
748,130200,17031130200,13,            0.6984,            0.6984,            0.8757
749,140100,17031140100,14,            0.6366,            0.6366,            0.6366
750,140200,17031140200,14,            0.3408,            0.3408,            0.3408
751,140400,17031140400,14,            0.5892,            0.6238,            0.5480
752,292400,17031292400,29,            1.2055,            1.1007,            0.8963
753,292500,17031292500,29,            0.8912,            1.0866,            0.7118
754,300600,17031300600,30,            0.6616,            0.6616,            0.5212
755,300700,17031300700,30,            0.4011,            0.4011,            0.4011
756,282700,17031282700,28,            1.2550,            1.3919,            1.3359
757,282800,17031282800,28,            1.3336,            1.3511,            1.1462
758,283100,17031283100,28,            0.9390,            0.9390,            0.4149
759,283200,17031283200,28,            0.9155,            0.9155,            0.5026
760,283800,17031283800,28,            0.8090,            0.8053,            0.8090
761,290900,17031290900,29,            1.1723,            1.1028,            1.0053
762,291600,17031291600,29,            0.6110,            0.6110,            0.6110
763,630200,17031630200,63,            0.9772,            0.9772,            0.9772
764,630800,17031630800,63,            1.0992,            1.0992,            1.0992
765,271300,17031271300,27,            0.9618,            0.8780,            0.8780
766,280900,17031280900,28,            1.4465,            1.4465,            1.4370
767,611700,17031611700,61,            0.8243,            0.8243,            0.8243
768,612100,17031612100,61,            0.8470,            0.8470,            0.8470
769,070300,17031070300,7,            0.4098,            0.4098,            0.5767
770,070600,17031070600,7,            0.4335,            0.4335,            0.4344
771,300500,17031300500,30,            0.8407,            0.8407,            0.3095
772,291200,17031291200,29,            0.4864,            0.3365,            0.3365
773,620300,17031620300,62,            0.8189,            0.8189,            0.5090
774,620400,17031620400,62,            0.7664,            0.7664,            0.4042
775,630100,17031630100,63,            1.0060,            1.0060,            1.0060
776,630300,17031630300,63,            0.8730,            0.8730,            0.8633
777,630400,17031630400,63,            0.9935,            0.9935,            0.9935
778,630500,17031630500,63,            1.2534,            1.2534,            1.2534
779,110300,17031110300,11,            1.0684,            0.6869,            0.6947
780,110400,17031110400,11,            0.6253,            0.6244,            0.6172
781,120100,17031120100,12,            0.6092,            0.4352,            0.4220
782,120200,17031120200,12,            0.4552,            0.4552,            0.4552
783,271400,17031271400,27,            1.0446,            0.8948,            0.8948
784,280100,17031280100,28,            0.4558,            0.2380,            0.2473
785,280800,17031280800,28,            1.5292,            1.6372,            1.6352
786,281900,17031281900,28,            0.3547,            0.3547,            0.1504
787,550100,17031550100,55,            2.1060,            2.1060,            2.1060
788,611500,17031611500,61,            0.3496,            0.3496,            0.3496
789,611800,17031611800,61,            0.7607,            0.7607,            0.7607
790,611900,17031611900,61,            0.9409,            0.9409,            0.9409
791,612000,17031612000,61,            1.0325,            1.0325,            1.0325
792,620100,17031620100,62,            0.4833,            0.4833,            0.4026
793,620200,17031620200,62,            0.4644,            0.4644,            0.4126
794,070200,17031070200,7,            0.3313,            0.3313,            0.4033
795,070400,17031070400,7,            0.3806,            0.3806,            0.7286
796,070500,17031070500,7,            0.5067,            0.5067,            0.6196
797,071000,17031071000,7,            0.3443,            0.3443,            0.4208
798,071200,17031071200,7,            0.4473,            0.4473,            0.8511
799,130300,17031130300,13,            1.3958,            1.3947,            0.9365
800,292200,17031292200,29,            0.9465,            0.8211,            0.8022
801,630900,17031630900,63,            0.8988,            0.8988,            0.8264
