month_beginning,month_total,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides
2002-07-01,56002,2106.0,1243.5,939.0
2002-07-01,31934,1233.0,616.0,468.8
2002-07-01,31541,1183.3,701.5,540.4
2002-07-01,34780,1300.6,816.0,580.6
2002-07-01,18212,629.5,604.5,388.8
2002-07-01,28544,1074.2,635.0,474.4
2002-07-01,20404,776.4,412.5,334.8
2002-07-01,38514,1518.2,674.8,483.0
2002-07-01,40907,1689.7,512.3,337.0
2002-07-01,48138,1824.5,1036.8,770.2
2002-07-01,15438,580.2,326.5,273.4
2002-07-01,19800,755.4,414.8,304.4
2002-07-01,30937,1144.8,836.8,480.8
2002-07-01,28989,1086.0,715.5,446.8
2002-07-01,26280,967.0,662.3,471.2
2002-07-01,16682,636.4,368.3,241.8
2002-07-01,36667,1403.9,734.3,568.8
2002-07-01,20065,752.1,470.8,327.0
2002-07-01,45926,1740.1,989.3,737.4
2002-07-01,99422,3753.0,2356.3,1486.2
2002-07-01,44096,1649.3,960.5,793.8
2002-07-01,29815,1164.3,594.8,364.2
2002-07-01,33590,1306.6,674.0,429.6
2002-07-01,86985,3281.2,2046.0,1323.0
2002-07-01,51145,1962.8,1110.0,704.8
2002-07-01,52764,2037.6,1091.5,714.2
2002-07-01,56959,2216.5,1153.3,716.8
2002-07-01,44827,1751.6,898.3,539.6
2002-07-01,55395,2122.9,1228.5,755.4
2002-07-01,66109,2577.6,1335.5,811.8
2002-07-01,62042,2497.4,1014.5,608.4
2002-07-01,115146,4466.9,2370.8,1478.2
2002-07-01,80510,3130.0,1800.3,889.6
2002-07-01,64769,2471.0,1364.3,990.0
2002-07-01,97133,3927.0,1646.0,831.2
2002-07-01,129070,5556.8,1108.8,477.0
2002-07-01,219720,8483.7,3876.3,3514.8
2002-07-01,126288,5096.0,1919.3,1299.8
2002-07-01,72053,2834.5,1310.5,890.6
2002-07-01,79649,3184.0,1286.0,891.4
2002-07-01,58716,2321.7,1050.5,687.4
2002-07-01,36986,1432.3,735.0,507.2
2002-07-01,56094,2257.4,851.0,605.4
2002-07-01,164376,7189.7,993.8,445.4
2002-07-01,175057,7545.2,1188.8,861.4
2002-07-01,70172,3091.8,309.3,183.2
2002-07-01,65837,2602.6,1152.3,794.0
2002-07-01,205837,7767.2,4235.5,3603.4
2002-07-01,234879,8883.0,4933.8,3943.4
2002-07-01,366026,15542.5,3013.8,2407.2
2002-08-01,158286,5659.2,4246.0,3138.5
2002-08-01,39051,1379.4,1100.2,801.0
2002-08-01,113558,4048.4,3037.0,2327.3
2002-08-01,133919,4740.3,3741.2,2731.8
2002-08-01,91509,3257.6,2464.4,1880.0
2002-08-01,75269,2655.7,2110.6,1572.5
2002-08-01,119356,4281.5,3093.4,2424.3
2002-08-01,96455,3399.7,2675.0,2071.5
2002-08-01,74992,2662.7,2004.4,1597.8
2002-08-01,73301,2583.3,2006.4,1609.0
2002-08-01,128523,4673.3,3306.0,2295.0
2002-08-01,124727,4538.2,3122.4,2318.8
2002-08-01,233267,7342.8,9075.2,6587.3
2002-08-01,290276,9838.3,9037.8,7161.0
2002-08-01,236467,8616.9,5830.0,4436.3
2002-08-01,107955,3604.2,3405.4,2909.0
2002-08-01,195918,6566.9,6074.6,5268.5
2002-08-01,413272,14254.6,12528.6,9257.0
2002-08-01,288305,9880.6,8837.8,6685.8
2002-08-01,357670,13549.5,7598.8,5396.5
2002-08-01,173338,6804.1,3258.6,1838.5
2002-08-01,295480,11656.6,5122.6,3355.5
2002-08-01,52554,1877.4,1367.4,1103.8
2002-08-01,180480,6449.9,4592.0,3905.8
2002-08-01,180480,6449.9,4592.0,3905.8
2002-08-01,87170,2842.5,3105.8,2276.8
2002-08-01,123209,4305.1,3460.6,2798.3
2002-08-01,81638,2876.1,2310.2,1703.0
2002-08-01,114789,4058.1,3358.4,2179.5
2002-08-01,92818,3278.0,2502.6,2047.3
2002-08-01,172229,6221.7,4502.0,3210.3
2002-08-01,214619,7799.1,5440.0,3959.8
2002-08-01,139983,5146.7,3421.4,2412.0
2002-08-01,357973,13408.6,8073.0,5654.8
2002-08-01,34183,1202.7,969.8,718.8
2002-08-01,24138,943.4,411.0,332.0
2002-08-01,16612,597.2,444.2,313.0
2002-08-01,16677,628.5,370.0,249.8
2002-08-01,100625,3632.0,2705.2,1799.0
2002-08-01,20083,711.2,556.0,414.0
2002-08-01,32761,1210.9,812.2,515.3
2002-08-01,21741,832.8,452.2,289.5
2002-08-01,59058,2684.5,0.0,0.0
2002-08-01,263632,8971.0,6720.0,8167.5
2002-08-01,139633,5269.3,3020.0,2152.3
2002-08-01,129605,4879.8,2766.4,2104.5
2002-08-01,67975,2654.8,1210.2,879.5
2002-08-01,161098,6202.8,3078.4,2311.0
2002-08-01,49271,1929.4,854.8,637.5
2002-08-01,97445,3753.0,1861.2,1393.0
2002-08-01,64393,2484.2,1216.6,914.5
2002-08-01,115978,4362.4,2455.8,1931.8
2002-08-01,119797,4546.7,2496.0,1822.5
2002-08-01,74985,2872.4,1509.8,1060.8
2002-08-01,82728,3187.9,1582.4,1170.8
2002-08-01,113718,4287.8,2368.0,1886.8
2002-08-01,106090,4079.8,2100.0,1458.5
2002-08-01,60358,2405.0,938.4,688.8
2002-08-01,30808,1193.7,584.4,406.3
2002-08-01,229837,9359.0,3091.2,2120.8
2002-08-01,128494,5380.5,1277.2,934.0
2002-08-01,204347,8129.3,3139.2,2451.8
2002-08-01,47904,2024.4,395.0,348.0
2002-08-01,62756,2509.3,908.4,752.3
2002-08-01,90911,3656.8,1328.0,955.5
2002-08-01,45807,1750.3,976.8,604.3
2002-08-01,54675,2076.8,1137.8,824.0
2002-08-01,26290,913.0,793.0,560.0
2002-08-01,42729,1564.3,1058.8,755.3
2002-08-01,35375,1250.2,981.0,741.5
2002-08-01,29686,1049.4,839.8,600.3
2002-08-01,43254,1651.4,884.6,625.3
2002-08-01,36006,1429.1,576.4,421.0
2002-08-01,24346,899.0,578.0,419.5
2002-08-01,94464,3687.5,1670.8,1246.0
2002-08-01,54535,2477.0,7.2,1.0
2002-08-01,21244,964.7,4.0,0.0
2002-08-01,15302,695.3,1.0,0.0
2002-08-01,11052,501.7,3.0,0.0
2002-08-01,16898,767.6,2.0,0.0
2002-08-01,5145,233.2,2.8,0.0
2002-08-01,5864,266.5,0.4,0.0
2002-08-01,6495,295.0,1.0,0.0
2002-08-01,4198,190.5,1.2,0.0
2002-08-01,15890,720.8,6.4,0.0
2002-08-01,29317,1331.8,3.4,0.0
2002-08-01,86904,3285.1,1942.6,1229.8
2002-08-01,37024,1412.9,760.8,534.0
2002-08-01,32387,1298.5,485.8,348.0
2002-08-01,48725,1861.2,1042.8,641.3
2002-08-01,55473,2052.6,1316.4,933.3
2002-08-01,30810,1157.0,668.8,503.0
2002-08-01,31154,1146.7,777.8,509.3
2002-08-01,34867,1286.9,867.6,554.5
2002-08-01,19566,653.4,674.8,454.5
2002-08-01,28096,1037.0,673.6,478.3
2002-08-01,20501,779.0,420.4,315.5
2002-08-01,37506,1471.0,688.2,425.8
2002-08-01,39599,1626.6,488.0,343.5
2002-08-01,47935,1767.5,1260.6,687.0
2002-08-01,15848,581.6,403.4,259.0
2002-08-01,21728,768.4,704.0,325.8
2002-08-01,31199,1105.4,992.8,479.0
2002-08-01,29882,1074.6,919.8,410.5
2002-08-01,28164,928.3,1199.2,436.5
2002-08-01,17552,648.8,470.8,231.3
2002-08-01,37059,1367.5,967.6,534.3
2002-08-01,20087,716.4,642.4,278.5
2002-08-01,45857,1677.6,1222.0,709.8
2002-08-01,99213,3671.0,2412.2,1597.3
2002-08-01,43031,1567.8,1078.2,787.3
2002-08-01,28330,1088.5,564.6,390.0
2002-08-01,33016,1268.9,651.8,460.3
2002-08-01,80955,3065.5,1742.6,1200.5
2002-08-01,49842,1878.6,1101.6,751.3
2002-08-01,51997,1989.5,1088.2,696.8
2002-08-01,57018,2200.7,1145.2,719.3
2002-08-01,43466,1683.4,869.6,521.0
2002-08-01,54109,2068.2,1115.4,757.8
2002-08-01,66226,2571.1,1266.8,831.8
2002-08-01,61665,2481.5,921.2,616.3
2002-08-01,111953,4298.5,2285.6,1489.3
2002-08-01,77245,3009.5,1485.6,902.3
2002-08-01,66064,2399.0,1542.0,1394.3
2002-08-01,97112,3833.8,1715.0,1048.3
2002-08-01,123816,5311.8,1040.0,439.0
2002-08-01,212973,8219.8,3675.6,3439.8
2002-08-01,116908,4686.4,1708.8,1315.8
2002-08-01,70293,2739.5,1289.6,893.8
2002-08-01,77992,3089.9,1264.0,923.5
2002-08-01,56011,2210.0,939.2,673.5
2002-08-01,35952,1376.1,706.8,536.0
2002-08-01,53329,2137.4,791.8,586.8
2002-08-01,160415,7008.1,822.2,531.5
2002-08-01,170171,7301.5,1221.2,858.3
2002-08-01,69096,3025.9,342.4,203.8
2002-08-01,55536,2258.4,779.8,488.3
2002-08-01,167739,6619.2,2906.2,1896.5
2002-08-01,229537,8487.7,5145.4,4270.3
2002-08-01,362429,15255.5,3091.6,2837.5
2002-09-01,156017,6102.8,4244.5,2830.7
2002-09-01,39592,1521.8,1089.3,800.0
2002-09-01,114516,4467.5,3000.0,2194.5
2002-09-01,156283,5977.0,4658.5,3018.3
2002-09-01,95565,3621.5,2736.3,2031.7
2002-09-01,82358,3255.9,2010.0,1533.5
2002-09-01,119792,4697.4,3057.3,2269.2
2002-09-01,97919,3802.4,2516.3,1967.7
2002-09-01,72821,2807.2,1919.0,1500.2
2002-09-01,73638,2823.1,1960.5,1555.8
2002-09-01,147778,5973.3,3692.3,2257.2
2002-09-01,123528,4901.2,3153.8,2148.2
2002-09-01,199615,7128.4,5887.8,5582.7
2002-09-01,276774,10299.6,8659.3,6024.3
2002-09-01,294891,11927.4,7074.5,4674.2
2002-09-01,106873,3894.7,3651.3,2395.8
2002-09-01,192115,7202.2,5699.8,4212.0
2002-09-01,395303,14853.3,12082.5,8318.0
2002-09-01,243958,9126.6,7053.3,5535.7
2002-09-01,348094,14463.7,7158.8,5031.0
2002-09-01,157945,6794.2,2782.8,1821.8
2002-09-01,317491,13850.0,5244.3,3252.5
2002-09-01,62721,2553.6,1460.5,967.8
2002-09-01,181789,7083.7,4604.0,3616.7
2002-09-01,181789,7083.7,4604.0,3616.7
2002-09-01,87737,3071.5,3283.8,2195.5
2002-09-01,124219,4714.6,4313.5,2112.2
2002-09-01,83121,3246.8,2167.5,1586.0
2002-09-01,116289,4542.6,3028.5,2220.7
2002-09-01,98875,3844.3,2550.5,1964.5
2002-09-01,177717,7028.6,4605.3,3120.8
2002-09-01,217849,8637.4,5494.0,3854.2
2002-09-01,141457,5689.1,3488.8,2286.8
2002-09-01,375460,15490.9,8062.3,5565.5
2002-09-01,29911,1203.0,646.5,544.3
2002-09-01,24274,982.6,744.0,274.5
2002-09-01,14512,585.1,391.8,207.2
2002-09-01,16442,652.7,459.5,258.5
2002-09-01,95896,3724.7,2888.5,1641.3
2002-09-01,19354,745.8,539.3,380.3
2002-09-01,31599,1283.0,795.0,459.8
2002-09-01,19952,836.1,443.8,242.7
2002-09-01,57203,2860.2,0.0,0.0
2002-09-01,240415,8710.8,6677.3,6581.7
2002-09-01,131504,5471.4,2625.3,1929.2
2002-09-01,122530,5216.6,2167.8,1587.8
2002-09-01,67838,2929.3,1173.5,759.7
2002-09-01,160214,6741.5,3056.0,2193.3
2002-09-01,48201,2059.6,835.0,611.5
2002-09-01,91993,3853.2,1851.5,1253.8
2002-09-01,63135,2717.4,1063.0,755.8
2002-09-01,112774,4606.4,2447.5,1809.3
2002-09-01,116639,4809.9,2527.5,1722.0
2002-09-01,75268,3113.1,1647.8,1069.2
2002-09-01,82192,3451.3,1629.5,1108.0
2002-09-01,111296,4558.0,2490.5,1695.7
2002-09-01,111415,4671.0,2224.0,1516.7
2002-09-01,60044,2604.5,971.3,678.2
2002-09-01,28820,1224.5,538.5,362.7
2002-09-01,219832,9831.7,3041.5,1838.8
2002-09-01,129936,5931.1,1450.8,918.7
2002-09-01,213390,9302.1,3397.0,2293.5
2002-09-01,53770,2482.4,530.5,333.5
2002-09-01,64542,2809.9,846.8,826.3
2002-09-01,159537,7275.7,1854.5,1100.8
2002-09-01,62552,2716.3,1201.5,570.0
2002-09-01,62577,2572.3,1450.8,888.0
2002-09-01,28321,1079.7,861.3,547.2
2002-09-01,45093,1811.6,1088.0,751.7
2002-09-01,37449,1454.9,1003.3,723.2
2002-09-01,30604,1173.8,884.8,598.3
2002-09-01,44004,1846.0,892.0,586.0
2002-09-01,36030,1588.0,564.5,335.3
2002-09-01,23562,950.7,556.0,387.5
2002-09-01,94038,4047.1,1626.3,1098.7
2002-09-01,62031,3099.4,10.3,0.3
2002-09-01,20752,1037.1,2.5,0.0
2002-09-01,15329,766.3,0.8,0.0
2002-09-01,10977,547.9,4.8,0.0
2002-09-01,16883,843.7,2.3,0.0
2002-09-01,3185,159.0,1.0,0.2
2002-09-01,4316,215.7,0.5,0.0
2002-09-01,6334,316.5,1.3,0.0
2002-09-01,4778,238.8,0.8,0.0
2002-09-01,15011,749.7,4.5,0.0
2002-09-01,28219,1410.2,3.8,0.0
2002-09-01,83127,3427.3,1910.0,1156.8
2002-09-01,34504,1445.7,696.3,467.5
2002-09-01,31805,1410.5,491.0,271.8
2002-09-01,48538,2028.4,1034.0,639.0
2002-09-01,57715,2354.1,1301.8,904.5
2002-09-01,32996,1372.7,694.8,460.5
2002-09-01,32791,1341.7,732.8,504.5
2002-09-01,37236,1510.7,882.3,582.3
2002-09-01,19905,733.4,670.5,425.8
2002-09-01,33956,1409.1,721.3,481.7
2002-09-01,20458,843.7,427.8,312.3
2002-09-01,37217,1617.5,642.0,383.2
2002-09-01,37936,1707.7,473.8,314.5
2002-09-01,58120,2353.5,1528.3,822.8
2002-09-01,17146,701.1,364.3,277.8
2002-09-01,21267,877.7,472.8,303.8
2002-09-01,30823,1213.8,878.3,505.8
2002-09-01,29914,1209.6,746.3,456.2
2002-09-01,26569,1046.7,674.8,489.3
2002-09-01,17773,724.6,419.5,267.3
2002-09-01,36237,1494.1,777.8,540.8
2002-09-01,19876,792.1,495.8,342.0
2002-09-01,46668,1914.5,1025.8,712.7
2002-09-01,103293,4201.0,2601.3,1478.0
2002-09-01,43088,1693.3,1137.8,778.7
2002-09-01,27110,1149.3,562.0,312.8
2002-09-01,33032,1400.2,646.0,407.5
2002-09-01,86571,3445.5,2519.3,1264.0
2002-09-01,49856,2078.2,1120.3,635.2
2002-09-01,49631,2093.1,1041.3,600.8
2002-09-01,56994,2437.7,1131.3,619.2
2002-09-01,42773,1840.7,838.3,434.3
2002-09-01,52077,2185.1,1107.5,657.7
2002-09-01,63421,2697.5,1265.8,734.7
2002-09-01,59397,2616.6,966.8,533.2
2002-09-01,107682,4519.9,2312.0,1339.3
2002-09-01,85249,3732.3,1472.3,785.7
2002-09-01,62340,2606.0,1363.3,794.7
2002-09-01,98355,4262.2,1830.3,965.0
2002-09-01,113824,5340.4,1157.0,398.2
2002-09-01,203503,8565.8,3327.5,3146.3
2002-09-01,130902,5859.4,1770.8,1105.3
2002-09-01,72164,3101.4,1339.5,796.5
2002-09-01,78934,3430.2,1335.0,831.8
2002-09-01,57218,2479.6,1031.3,583.7
2002-09-01,36091,1506.6,752.3,491.7
2002-09-01,59445,2632.6,887.0,541.0
2002-09-01,151126,7252.9,806.3,473.8
2002-09-01,160309,7527.4,1122.8,878.5
2002-09-01,65181,3137.1,342.5,178.3
2002-09-01,61003,2739.9,880.5,447.3
2002-09-01,171885,7386.8,3208.3,1886.2
2002-09-01,231124,9446.6,4954.0,3729.3
2002-09-01,339942,15703.9,3016.8,2299.5
2002-10-01,167795,6070.3,4176.0,2868.8
2002-10-01,42819,1538.1,1078.8,781.8
2002-10-01,123530,4446.8,3043.8,2269.8
2002-10-01,162761,5778.8,4498.5,2963.5
2002-10-01,104005,3672.8,2823.8,2058.8
2002-10-01,87694,3176.3,2097.3,1562.3
2002-10-01,130960,4742.4,3110.8,2360.3
2002-10-01,105535,3764.3,2680.3,2058.5
2002-10-01,77702,2760.0,2003.8,1551.8
2002-10-01,80138,2880.3,1955.3,1517.5
2002-10-01,158202,5840.6,3624.5,2342.5
2002-10-01,135184,4906.6,3232.8,2350.5
2002-10-01,160874,5624.3,4495.0,3383.5
2002-10-01,304292,10359.6,9137.3,7368.0
2002-10-01,334741,12275.3,7488.5,5613.8
2002-10-01,115882,3953.0,3533.0,2707.8
2002-10-01,209614,7227.6,5813.3,5031.8
2002-10-01,430022,14783.4,13176.8,9324.3
2002-10-01,267863,9170.4,7859.8,6376.3
2002-10-01,382191,14294.8,7662.3,5690.5
2002-10-01,175278,6714.6,2990.8,2220.0
2002-10-01,371182,14200.7,5366.0,5775.3
2002-10-01,85005,3129.3,1783.5,1474.3
2002-10-01,214340,7717.8,5001.3,4206.3
2002-10-01,214340,7717.8,5001.3,4206.3
2002-10-01,94925,3028.2,3362.0,2957.0
2002-10-01,103528,3575.9,2313.5,3007.0
2002-10-01,90252,3274.7,2130.8,1602.8
2002-10-01,125342,4483.6,3449.8,2105.0
2002-10-01,102645,3696.5,2504.5,1902.0
2002-10-01,191150,6971.9,4583.5,3115.8
2002-10-01,233522,8517.0,5519.3,3888.8
2002-10-01,153508,5650.3,3585.0,2302.8
2002-10-01,405820,15271.1,8080.3,5566.0
2002-10-01,29207,1106.9,603.3,333.8
2002-10-01,30872,1004.0,1644.8,300.0
2002-10-01,19817,694.1,687.5,275.8
2002-10-01,20678,750.7,540.8,312.5
2002-10-01,110455,3872.2,3414.0,1934.8
2002-10-01,20805,728.7,609.8,401.5
2002-10-01,35039,1298.4,844.0,450.0
2002-10-01,22614,863.6,443.0,244.8
2002-10-01,64847,2819.4,0.0,0.0
2002-10-01,258886,8640.9,7141.0,7895.3
2002-10-01,141470,5336.8,2736.3,1944.5
2002-10-01,135835,5214.8,2250.0,1723.5
2002-10-01,74722,2906.0,1182.5,788.3
2002-10-01,174492,6700.3,2959.3,2137.3
2002-10-01,53053,2047.4,862.5,628.0
2002-10-01,101578,3863.3,1892.3,1288.0
2002-10-01,67408,2638.4,989.0,692.3
2002-10-01,122302,4590.7,2454.8,1724.5
2002-10-01,131859,4977.9,2535.5,1806.3
2002-10-01,84615,3188.3,1683.5,1137.3
2002-10-01,92929,3528.8,1716.5,1225.3
2002-10-01,122219,4560.0,2497.0,1837.8
2002-10-01,124290,4713.7,2293.0,1675.8
2002-10-01,68659,2683.5,1003.3,731.3
2002-10-01,31365,1207.5,510.0,388.3
2002-10-01,248282,9866.9,3300.5,2035.3
2002-10-01,145096,5884.0,1372.5,1068.5
2002-10-01,248976,9709.4,3388.3,3026.5
2002-10-01,65897,2677.3,586.5,493.0
2002-10-01,71079,2778.9,889.5,901.5
2002-10-01,174713,6967.9,1873.0,1739.8
2002-10-01,65834,2565.7,1050.0,655.5
2002-10-01,66219,2452.5,1484.5,968.3
2002-10-01,28965,1035.0,765.8,524.5
2002-10-01,48726,1802.1,1080.5,739.0
2002-10-01,38851,1394.4,1004.8,690.0
2002-10-01,32445,1158.1,872.8,579.3
2002-10-01,48370,1857.3,835.5,577.3
2002-10-01,39778,1573.4,540.5,356.8
2002-10-01,24739,918.3,541.5,363.3
2002-10-01,102152,3982.3,1535.5,1104.0
2002-10-01,69735,3030.7,6.5,1.0
2002-10-01,23908,1038.8,3.8,0.0
2002-10-01,17198,747.6,1.0,0.0
2002-10-01,12562,545.5,3.8,0.3
2002-10-01,15924,692.1,1.3,0.0
2002-10-01,3420,148.4,1.8,0.0
2002-10-01,4607,200.2,0.8,0.0
2002-10-01,6863,298.0,2.5,0.0
2002-10-01,5694,247.4,1.0,0.0
2002-10-01,16830,731.4,1.8,0.0
2002-10-01,31541,1370.7,3.5,0.0
2002-10-01,91059,3422.7,1900.0,1184.0
2002-10-01,38724,1463.1,741.5,526.5
2002-10-01,35193,1396.2,485.8,284.3
2002-10-01,53567,2042.7,1000.8,645.8
2002-10-01,64436,2408.0,1330.3,932.8
2002-10-01,36010,1365.7,708.5,441.5
2002-10-01,36020,1345.3,758.8,511.0
2002-10-01,40596,1504.5,901.0,597.0
2002-10-01,22109,769.3,671.8,432.0
2002-10-01,37040,1401.2,722.5,480.5
2002-10-01,21582,814.3,422.5,291.0
2002-10-01,42155,1648.0,667.0,395.8
2002-10-01,43107,1725.8,476.8,376.5
2002-10-01,59819,2226.0,1251.3,904.0
2002-10-01,18539,692.4,374.3,279.3
2002-10-01,23098,861.6,495.3,325.3
2002-10-01,33177,1214.7,831.5,478.0
2002-10-01,32093,1182.3,760.5,464.8
2002-10-01,29030,1063.2,688.3,456.0
2002-10-01,19613,733.6,403.3,282.0
2002-10-01,39207,1480.3,749.5,540.3
2002-10-01,20906,772.4,475.3,309.8
2002-10-01,49534,1862.1,998.0,678.5
2002-10-01,111362,4149.2,2470.5,1512.3
2002-10-01,44977,1627.5,1114.5,771.8
2002-10-01,29756,1144.1,552.0,308.3
2002-10-01,36714,1410.7,634.3,432.5
2002-10-01,91435,3419.3,1923.0,1275.0
2002-10-01,48835,1846.1,1019.8,573.8
2002-10-01,54662,2092.3,1003.3,631.5
2002-10-01,63588,2448.9,1104.0,712.0
2002-10-01,47983,1862.5,785.3,501.0
2002-10-01,58935,2232.8,1118.8,776.5
2002-10-01,72123,2764.6,1266.3,868.0
2002-10-01,67469,2654.9,980.0,621.8
2002-10-01,122408,4605.2,2409.3,1713.0
2002-10-01,94668,3702.6,1549.0,828.0
2002-10-01,69421,2585.3,1369.5,1120.5
2002-10-01,110364,4290.7,1861.8,1057.8
2002-10-01,136456,5644.1,1174.8,485.5
2002-10-01,223169,8500.9,3596.3,3315.8
2002-10-01,143021,5735.9,1721.0,1052.8
2002-10-01,78206,3040.9,1273.3,793.0
2002-10-01,87840,3446.6,1340.5,801.5
2002-10-01,63556,2477.7,989.8,652.3
2002-10-01,39558,1501.7,745.3,509.5
2002-10-01,66227,2601.9,895.8,700.3
2002-10-01,172804,7255.0,915.8,569.3
2002-10-01,179986,7443.2,1196.3,1002.0
2002-10-01,74880,3159.5,323.0,230.0
2002-10-01,74561,2943.8,964.0,749.5
2002-10-01,200398,7734.2,2926.3,2701.5
2002-10-01,250383,9309.7,5199.5,3865.3
2002-10-01,385647,15733.6,3215.5,2728.0
2002-11-01,151835,5942.7,3985.6,2610.8
2002-11-01,38100,1462.3,1047.2,723.6
2002-11-01,111111,4292.6,2915.8,2136.0
2002-11-01,141202,5440.0,3971.0,2509.6
2002-11-01,94086,3557.9,2675.0,1910.6
2002-11-01,77462,3027.5,1948.6,1434.0
2002-11-01,117013,4586.3,2944.8,2112.8
2002-11-01,95616,3702.1,2537.2,1777.8
2002-11-01,69934,2667.3,1927.0,1390.8
2002-11-01,71648,2727.1,1984.4,1436.8
2002-11-01,140381,5634.4,3397.8,2141.0
2002-11-01,120584,4775.6,3055.0,1959.6
2002-11-01,139824,5387.0,3899.6,2517.4
2002-11-01,264544,9920.4,8059.4,5168.0
2002-11-01,273068,11051.5,6468.0,3939.8
2002-11-01,106371,3889.5,3485.4,2230.8
2002-11-01,182466,6877.4,5286.4,3697.2
2002-11-01,401681,14773.8,13717.0,7524.0
2002-11-01,245265,9198.8,7729.2,4528.8
2002-11-01,334180,13722.0,7539.8,4408.4
2002-11-01,151619,6520.0,2754.6,1489.4
2002-11-01,300827,13123.6,4883.8,2787.4
2002-11-01,69568,2851.7,1567.4,939.4
2002-11-01,188098,7430.8,4631.4,3265.0
2002-11-01,188098,7430.8,4631.4,3265.0
2002-11-01,84459,2972.4,3020.0,1982.4
2002-11-01,68971,2771.2,1615.8,1093.6
2002-11-01,79939,3130.1,2038.8,1428.6
2002-11-01,109578,4229.5,3083.0,1914.6
2002-11-01,91704,3537.3,2370.0,1821.8
2002-11-01,165597,6483.6,4300.6,2884.6
2002-11-01,207111,8120.0,5258.4,3684.0
2002-11-01,135620,5382.6,3431.8,2162.0
2002-11-01,349271,14266.8,7640.4,5146.8
2002-11-01,25369,1071.2,535.8,253.2
2002-11-01,24210,962.8,750.4,240.6
2002-11-01,16355,650.2,462.2,208.0
2002-11-01,17257,678.5,463.0,274.4
2002-11-01,99133,3793.0,3051.4,1603.2
2002-11-01,18802,714.3,564.6,338.8
2002-11-01,30922,1261.7,729.6,408.0
2002-11-01,19429,814.3,412.2,216.6
2002-11-01,52009,2592.0,33.8,0.0
2002-11-01,233243,8232.9,6888.4,6828.6
2002-11-01,119672,4967.3,2541.2,1524.2
2002-11-01,117357,4978.0,2235.2,1324.4
2002-11-01,64882,2783.0,1169.4,675.2
2002-11-01,151729,6383.7,2839.6,1971.4
2002-11-01,46307,1965.6,817.0,582.0
2002-11-01,90202,3730.0,1838.0,1282.6
2002-11-01,57415,2483.0,922.8,628.2
2002-11-01,108367,4417.9,2326.0,1675.8
2002-11-01,116079,4770.4,2485.6,1648.8
2002-11-01,73567,3031.4,1596.6,991.2
2002-11-01,81649,3429.2,1558.0,1055.2
2002-11-01,105785,4367.5,2206.2,1481.0
2002-11-01,109237,4578.7,2141.2,1391.6
2002-11-01,60148,2593.4,1013.6,642.6
2002-11-01,28346,1202.7,527.2,331.4
2002-11-01,216237,9521.5,3417.4,1744.0
2002-11-01,123266,5657.2,1273.6,750.8
2002-11-01,210270,9249.4,3056.2,2000.2
2002-11-01,54851,2517.0,556.4,345.8
2002-11-01,61193,2654.3,895.2,726.2
2002-11-01,138789,6295.4,1625.4,950.8
2002-11-01,54420,2320.8,1081.2,519.6
2002-11-01,56781,2292.3,1348.6,838.4
2002-11-01,25993,991.4,732.0,501.0
2002-11-01,42416,1679.5,1048.6,716.8
2002-11-01,35038,1341.3,954.8,687.8
2002-11-01,28745,1101.4,800.4,543.2
2002-11-01,40987,1726.5,803.4,488.2
2002-11-01,33706,1483.1,521.4,287.4
2002-11-01,21831,887.0,501.4,316.8
2002-11-01,86813,3747.9,1443.0,928.0
2002-11-01,56887,2841.6,8.8,2.2
2002-11-01,19592,978.6,3.8,0.4
2002-11-01,14348,716.9,2.0,0.2
2002-11-01,10540,526.5,2.0,0.2
2002-11-01,10049,502.4,0.0,0.2
2002-11-01,2720,135.4,2.0,0.4
2002-11-01,3712,185.4,0.4,0.4
2002-11-01,5457,272.7,0.4,0.2
2002-11-01,4537,226.8,0.2,0.2
2002-11-01,14104,704.3,3.2,0.6
2002-11-01,23962,1196.7,5.4,0.2
2002-11-01,79429,3271.9,1818.2,980.0
2002-11-01,33665,1416.1,680.2,388.4
2002-11-01,30025,1327.4,451.4,244.0
2002-11-01,46251,1934.2,923.4,590.2
2002-11-01,56537,2294.2,1266.0,864.8
2002-11-01,30615,1261.6,647.2,429.6
2002-11-01,31420,1266.9,719.0,497.6
2002-11-01,35772,1435.9,839.6,571.4
2002-11-01,16214,639.8,417.8,265.8
2002-11-01,32180,1292.5,773.2,493.0
2002-11-01,18462,753.7,393.6,284.2
2002-11-01,36497,1570.7,645.6,371.2
2002-11-01,36577,1649.2,431.4,287.4
2002-11-01,54081,2207.1,1191.2,796.8
2002-11-01,15776,637.4,344.6,261.0
2002-11-01,19996,817.0,446.6,284.8
2002-11-01,29924,1186.4,780.2,459.2
2002-11-01,27458,1101.3,687.4,399.2
2002-11-01,25665,1012.8,649.2,432.8
2002-11-01,17927,729.3,411.0,257.4
2002-11-01,34645,1414.7,762.2,508.2
2002-11-01,18298,725.6,470.0,287.2
2002-11-01,44186,1800.6,954.6,680.4
2002-11-01,97285,3957.8,2358.2,1267.8
2002-11-01,39958,1560.9,1087.8,660.4
2002-11-01,25596,1085.6,511.4,265.4
2002-11-01,31736,1340.4,624.0,361.8
2002-11-01,80007,3274.7,1847.4,1055.2
2002-11-01,48906,2044.6,1056.4,546.4
